id,password,last_login,is_superuser,username,first_name,last_name,email,is_staff,is_active,date_joined
54,1111,2023-12-12 00:00:00.000001,0,아내의식탁,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
55,1111,2023-12-12 00:00:00.000001,0,요알남Mingstar,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
56,1111,2023-12-12 00:00:00.000001,0,냠냠간단요리,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
57,1111,2023-12-12 00:00:00.000001,0,오하나키친,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
58,1111,2023-12-12 00:00:00.000001,0,이웃사슴,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
59,1111,2023-12-12 00:00:00.000001,0,요리쿡조리쿡,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
60,1111,2023-12-12 00:00:00.000001,0,스칼렛,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
61,1111,2023-12-12 00:00:00.000001,0,양파어니,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
62,1111,2023-12-12 00:00:00.000001,0,킨다,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
63,1111,2023-12-12 00:00:00.000001,0,마이쏭,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
64,1111,2023-12-12 00:00:00.000001,0,무드앤쿡,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
65,1111,2023-12-12 00:00:00.000001,0,슈퍼파워,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
66,1111,2023-12-12 00:00:00.000001,0,손큰언니,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
67,1111,2023-12-12 00:00:00.000001,0,레몬스아뜨리에,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
68,1111,2023-12-12 00:00:00.000001,0,울탱이❤,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
69,1111,2023-12-12 00:00:00.000001,0,상콤달콤,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
70,1111,2023-12-12 00:00:00.000001,0,안하♡,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
71,1111,2023-12-12 00:00:00.000001,0,스와티라마,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
72,1111,2023-12-12 00:00:00.000001,0,동주키친,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
73,1111,2023-12-12 00:00:00.000001,0,저녁노을,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
74,1111,2023-12-12 00:00:00.000001,0,별바라기쿡방,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
75,1111,2023-12-12 00:00:00.000001,0,스마트카라,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
76,1111,2023-12-12 00:00:00.000001,0,꽃청춘주부,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
77,1111,2023-12-12 00:00:00.000001,0,가는동자꽃,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
78,1111,2023-12-12 00:00:00.000001,0,금자씨파스타,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
79,1111,2023-12-12 00:00:00.000001,0,행복한미야미니맘,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
80,1111,2023-12-12 00:00:00.000001,0,롯데주류 미림,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
81,1111,2023-12-12 00:00:00.000001,0,베리츄,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
82,1111,2023-12-12 00:00:00.000001,0,맛있다그리드,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
83,1111,2023-12-12 00:00:00.000001,0,배고프다......,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
84,1111,2023-12-12 00:00:00.000001,0,하나숲,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
85,1111,2023-12-12 00:00:00.000001,0,달콤스윗맘,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
86,1111,2023-12-12 00:00:00.000001,0,peercook,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
87,1111,2023-12-12 00:00:00.000001,0,레이디스,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
88,1111,2023-12-12 00:00:00.000001,0,손애,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
89,1111,2023-12-12 00:00:00.000001,0,밥솥개미,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
90,1111,2023-12-12 00:00:00.000001,0,헬스한끼,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
91,1111,2023-12-12 00:00:00.000001,0,강철새잎,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
92,1111,2023-12-12 00:00:00.000001,0,소소황 Cook & Eat,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
93,1111,2023-12-12 00:00:00.000001,0,매일맛나 delicious day,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
94,1111,2023-12-12 00:00:00.000001,0,초코콩,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
95,1111,2023-12-12 00:00:00.000001,0,이연복의 복주머니,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
96,1111,2023-12-12 00:00:00.000001,0,G나는주부,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
97,1111,2023-12-12 00:00:00.000001,0,곰쓰 쉬운 베이킹,k,H,test@test.com,0,1,2023-12-11 00:00:00.000001
